booking_id,arrival_date,lead_time,is_flexible
78,2023-09-07,43,True
79,2020-09-14,65,True
80,2021-08-09,17,False
81,2025-01-07,42,True
82,2021-12-11,35,False
83,2022-11-20,19,False
84,2025-08-21,29,True
85,2021-06-25,45,False
86,2022-06-19,20,True
87,2023-08-19,32,True
88,2024-07-28,41,True
89,2025-07-04,19,True
90,2025-07-20,25,True
91,2024-08-23,30,True
92,2021-06-26,20,False
93,2020-03-31,20,True
94,2022-06-12,25,True
95,2020-10-02,39,True
96,2024-06-03,36,True
97,2023-12-13,20,True
98,2020-06-04,36,False
99,2025-01-12,20,True
100,2021-07-20,17,True
101,2022-08-11,23,True
102,2024-01-06,47,True
103,2022-08-07,36,True
104,2022-08-21,26,True
105,2020-06-30,22,True
106,2022-07-03,23,True
107,2024-08-09,27,False
108,2025-07-20,19,False
109,2022-07-18,23,True
110,2022-07-31,24,False
111,2024-05-12,18,False
112,2025-08-23,20,True
113,2021-08-12,32,True
114,2022-08-20,26,True
115,2024-09-15,23,True
116,2023-08-24,19,True
117,2020-08-23,64,True
118,2023-09-15,20,True
119,2021-03-15,29,True
120,2023-02-10,22,True
121,2023-04-19,27,True
122,2025-06-02,32,True
123,2022-09-16,18,True
124,2021-08-27,26,True
125,2021-06-29,50,False
126,2025-05-30,73,True
127,2021-01-17,25,True
128,2022-08-03,27,True
129,2021-03-17,103,True
130,2024-08-19,48,True
131,2022-10-01,21,True
132,2022-03-09,21,True
133,2022-04-14,43,True
134,2025-03-09,19,True
135,2023-06-16,46,True
136,2024-06-13,30,False
137,2025-06-28,33,True
138,2025-07-04,24,True
139,2021-12-16,21,False
140,2025-09-03,59,False
141,2020-03-31,24,True
142,2022-06-04,22,True
143,2025-06-27,25,True
144,2021-08-21,28,True
145,2021-08-20,19,True
146,2021-09-24,21,False
147,2023-08-26,21,True
148,2022-08-18,40,False
149,2024-06-23,19,True
150,2025-06-25,17,False
151,2024-01-29,16,True
152,2021-05-19,17,True
153,2025-08-10,55,False
154,2021-08-08,26,True
155,2020-11-01,33,True
156,2020-07-30,34,True
157,2023-06-28,27,True
158,2020-08-28,25,True
159,2020-09-27,45,True
160,2021-09-21,28,False
161,2021-08-29,57,True
162,2023-08-17,35,True
163,2024-11-01,21,True
164,2024-08-04,22,False
165,2021-08-06,20,True
166,2021-07-16,50,True
167,2025-09-20,22,True
168,2020-01-31,20,True
169,2025-06-07,30,True
170,2021-05-02,25,True
171,2025-08-28,30,True
172,2022-02-04,81,True
173,2022-08-20,42,False
174,2024-05-29,26,True
175,2023-07-28,17,True
176,2021-11-07,22,True
177,2023-06-16,37,True
178,2024-06-28,18,True
179,2020-06-01,98,True
180,2020-02-10,26,True
181,2022-09-11,27,True
182,2020-09-19,21,True
183,2023-12-24,33,True
184,2021-06-08,18,True
185,2022-08-12,99,True
186,2021-04-24,54,False
187,2023-06-10,44,True
188,2020-08-30,17,True
189,2020-03-25,29,False
190,2020-06-13,50,False
191,2025-09-06,35,True
192,2020-10-04,19,True
193,2024-06-01,21,False
194,2020-07-03,22,False
195,2020-08-21,21,False
196,2023-02-04,62,True
197,2022-09-19,16,True
198,2025-09-02,36,True
199,2025-08-24,18,False
200,2024-08-26,19,False
201,2023-08-14,16,False
202,2022-09-07,21,True
203,2022-03-27,61,True
204,2025-08-28,29,True
205,2023-08-15,18,False
206,2023-07-17,44,True
207,2021-06-30,51,False
208,2020-06-07,27,True
209,2025-08-25,90,True
210,2021-10-23,40,False
211,2022-08-23,37,True
212,2020-08-29,20,True
213,2025-01-13,35,False
214,2020-04-11,29,True
215,2025-01-03,33,False
216,2020-09-29,21,True
217,2025-06-15,28,False
218,2024-06-28,20,True
219,2020-12-25,16,True
220,2023-07-01,44,True
221,2021-10-19,17,True
222,2021-02-12,27,True
223,2025-04-05,30,False
224,2022-07-07,30,False
225,2022-07-01,23,False
226,2021-01-13,30,True
227,2022-06-11,33,True
228,2025-05-20,38,True
229,2022-04-22,72,False
230,2025-09-02,29,True
231,2025-08-27,27,True
232,2020-10-13,19,True
233,2021-02-09,32,True
234,2025-04-18,36,False
235,2022-06-24,24,True
236,2020-01-17,34,False
237,2021-08-20,23,True
238,2023-08-09,36,False
239,2024-09-20,42,True
240,2020-09-20,41,True
241,2020-08-23,28,True
242,2025-07-28,19,True
243,2024-07-23,21,True
244,2023-07-30,35,True
245,2024-08-14,124,True
246,2022-08-06,23,True
247,2024-08-01,32,True
248,2022-05-23,21,True
249,2021-07-15,19,False
250,2024-06-26,21,False
251,2022-07-26,16,True
252,2025-10-24,55,True
253,2022-03-03,16,True
254,2025-07-27,24,True
255,2025-08-10,18,False
256,2021-07-12,19,True
257,2024-09-19,56,True
258,2022-08-12,29,True
259,2025-07-23,19,False
260,2022-09-02,21,True
261,2024-07-14,20,False
262,2022-09-22,26,False
263,2021-06-25,28,True
264,2021-05-01,81,True
265,2022-08-02,16,True
266,2024-07-28,26,True
267,2023-08-18,23,True
268,2024-03-22,43,True
269,2021-08-30,31,True
270,2022-10-27,35,True
271,2020-06-05,31,False
272,2024-11-03,19,False
273,2025-11-24,50,True
274,2022-07-10,39,True
275,2020-02-09,42,True
276,2021-01-12,52,False
277,2023-11-11,32,False
278,2023-08-26,60,True
279,2024-09-06,31,True
280,2021-07-26,24,True
281,2024-08-08,26,True
282,2024-03-20,26,True
283,2021-11-26,22,True
284,2023-06-06,67,False
285,2020-10-23,30,True
286,2022-09-04,27,False
287,2025-06-08,31,True
288,2022-07-28,192,True
289,2025-01-23,18,False
290,2023-07-30,20,False
291,2021-04-03,18,False
292,2023-07-20,24,False
293,2023-01-25,29,False
294,2022-07-01,22,True
295,2020-09-04,21,False
296,2022-07-23,28,False
297,2020-07-09,22,True
298,2020-08-09,30,True
299,2022-07-22,47,False
300,2021-09-27,36,False
301,2025-08-02,41,True
302,2022-06-03,46,False
303,2024-07-31,30,False
304,2023-04-23,25,True
305,2024-05-18,20,False
306,2021-08-03,23,True
307,2025-08-22,22,True
308,2023-04-23,38,True
309,2024-12-23,31,False
310,2022-04-29,37,True
311,2020-08-11,18,False
312,2024-01-27,58,True
313,2020-01-29,22,False
314,2022-10-04,19,False
315,2021-04-06,22,False
316,2023-09-14,128,False
317,2025-10-17,23,False
318,2022-09-18,23,True
319,2024-11-03,24,True
320,2023-01-31,25,True
321,2022-12-18,20,False
322,2025-08-08,28,True
323,2025-06-20,46,True
324,2024-09-03,30,False
325,2021-09-17,18,False
326,2023-06-05,23,False
327,2021-06-20,21,True
328,2022-08-25,27,True
329,2022-11-06,54,True
330,2024-12-25,25,True
331,2025-06-27,25,True
332,2022-07-20,74,True
333,2020-03-06,41,True
334,2025-04-13,34,True
335,2021-01-29,85,True
336,2023-09-08,33,True
337,2020-04-01,16,False
338,2022-07-02,40,False
339,2025-11-09,17,False
340,2020-08-12,32,True
341,2022-07-31,17,False
342,2021-09-30,22,False
343,2025-07-07,23,True
344,2025-05-11,20,True
345,2021-07-07,23,True
346,2020-07-19,45,False
347,2023-09-14,20,True
348,2022-01-14,34,False
349,2024-01-21,19,True
350,2020-04-26,24,False
351,2020-09-20,30,False
352,2024-03-14,19,False
353,2021-06-06,18,True
354,2025-03-29,33,True
355,2020-06-21,47,False
356,2021-06-10,25,False
357,2025-12-26,22,True
358,2022-08-12,28,False
359,2024-05-13,27,True
360,2021-02-28,29,True
361,2023-08-24,15,True
362,2024-06-22,19,False
363,2021-10-25,20,True
364,2024-12-15,28,False
365,2023-08-16,28,True
366,2022-06-19,36,False
367,2023-06-21,29,False
368,2023-07-14,18,True
369,2020-12-27,59,True
370,2022-07-05,52,True
371,2022-02-08,18,False
372,2022-07-03,30,True
373,2024-08-04,21,True
374,2022-10-30,28,True
375,2025-08-19,45,True
376,2021-09-13,97,True
377,2022-07-22,38,False
378,2024-09-05,30,True
379,2023-06-07,23,True
380,2023-06-09,28,False
381,2020-06-15,55,True
382,2022-07-01,26,True
383,2021-08-16,19,False
384,2025-12-28,17,True
385,2021-10-03,33,True
386,2025-06-13,29,True
387,2024-02-06,21,True
388,2022-01-30,45,True
389,2023-06-04,22,False
390,2025-01-26,25,True
391,2025-06-11,26,False
392,2020-12-09,23,True
393,2022-01-25,29,False
394,2022-01-09,48,False
395,2020-06-01,18,False
396,2023-08-10,33,True
397,2025-03-20,28,True
398,2022-06-10,28,True
399,2024-07-10,41,False
400,2023-09-15,27,False
401,2022-06-03,33,True
402,2020-09-30,37,False
403,2024-06-02,22,False
404,2025-03-19,30,True
405,2024-03-12,24,True
406,2020-03-06,25,False
407,2021-06-11,23,True
408,2020-07-05,33,False
409,2023-07-07,27,False
410,2024-07-29,31,True
411,2020-08-23,26,True
412,2025-01-18,17,True
413,2023-06-18,27,False
414,2024-03-27,27,True
415,2025-09-26,29,True
416,2020-07-22,21,False
417,2025-07-03,18,True
418,2020-09-12,35,True
419,2022-06-24,24,True
420,2025-03-07,28,True
421,2025-07-09,23,True
422,2023-01-27,26,True
423,2023-08-05,22,False
424,2024-06-01,19,True
425,2024-12-29,33,True
426,2020-09-06,21,True
427,2024-10-06,28,True
428,2022-10-27,32,True
429,2022-09-02,21,True
430,2022-07-31,18,False
431,2023-02-05,122,True
432,2025-08-25,22,True
433,2023-06-10,35,True
434,2025-09-05,84,True
435,2021-02-20,39,True
436,2024-06-21,23,True
437,2024-10-15,25,True
438,2024-02-17,20,True
439,2023-08-20,41,True
440,2023-06-30,34,True
441,2025-04-11,22,True
442,2024-11-18,19,True
443,2020-09-07,18,False
444,2025-02-24,44,False
445,2022-07-19,28,False
446,2021-07-26,29,True
447,2025-05-13,20,True
448,2022-08-10,17,True
449,2024-09-30,43,False
450,2021-08-07,27,True
451,2020-01-15,42,True
452,2022-12-17,23,True
453,2020-08-11,24,True
454,2024-07-27,37,True
455,2021-08-22,38,True
456,2022-08-24,39,True
457,2020-07-26,23,False
458,2021-09-04,35,False
459,2024-08-30,47,True
460,2020-11-07,25,True
461,2023-10-22,22,True
462,2025-07-23,55,True
463,2024-02-18,21,True
464,2024-10-11,35,True
465,2020-08-22,26,False
466,2021-07-23,16,True
467,2025-06-25,48,True
468,2024-06-09,15,True
469,2023-09-29,16,True
470,2023-12-22,34,False
471,2022-07-19,34,True
472,2020-06-05,21,True
473,2024-09-01,28,True
474,2024-02-15,15,True
475,2022-09-29,37,True
476,2025-07-01,29,True
477,2022-01-13,26,True
478,2021-09-14,26,True
479,2025-05-24,33,False
480,2024-09-17,26,True
481,2023-02-26,16,True
482,2020-09-18,102,False
483,2021-06-10,50,True
484,2023-11-25,18,False
485,2022-06-14,23,True
486,2025-01-11,24,False
487,2025-08-31,46,True
488,2024-09-28,16,False
489,2022-06-04,22,True
490,2024-09-07,16,True
491,2022-03-10,23,True
492,2021-01-02,22,False
493,2020-05-02,27,True
494,2022-06-15,21,False
495,2025-07-05,20,True
496,2021-07-09,35,True
497,2021-05-27,32,True
498,2025-09-25,34,True
499,2020-04-01,24,False
500,2024-09-03,21,True
501,2021-11-20,25,False
502,2020-05-16,33,True
503,2025-07-23,16,True
504,2020-09-28,31,False
505,2023-06-14,30,True
506,2021-08-20,27,True
507,2020-06-29,25,True
508,2020-06-11,15,True
509,2020-08-30,22,False
510,2020-07-07,75,False
511,2024-08-03,26,False
512,2022-11-11,23,False
513,2022-02-06,26,True
514,2022-07-24,31,True
515,2025-08-06,36,False
516,2025-07-14,24,True
517,2024-06-09,32,True
518,2025-06-13,69,False
519,2021-11-13,44,True
520,2022-06-10,114,True
521,2023-08-28,21,False
522,2023-09-09,69,True
523,2022-10-28,20,False
524,2022-07-03,31,True
525,2025-11-10,38,True
526,2024-11-16,22,True
527,2022-08-13,27,False
528,2024-06-23,42,True
529,2021-08-15,20,True
530,2020-08-11,69,True
531,2022-03-13,18,True
532,2022-07-06,84,True
533,2020-03-01,44,True
534,2024-10-25,25,True
535,2022-04-07,22,True
536,2023-07-19,22,True
537,2020-07-10,25,True
538,2021-01-31,26,True
539,2025-06-19,52,True
540,2023-08-22,86,True
541,2025-08-31,29,False
542,2025-12-27,20,True
543,2022-05-23,21,True
544,2021-09-19,24,True
545,2025-04-01,19,False
546,2025-12-26,18,False
547,2023-09-16,94,True
548,2024-09-14,30,False
549,2024-08-30,20,True
550,2022-03-24,39,True
551,2023-07-11,18,True
552,2024-12-29,19,True
553,2024-03-20,20,True
554,2020-03-18,68,True
555,2022-01-15,24,True
556,2020-10-11,15,False
557,2021-07-02,50,True
558,2025-07-08,23,True
559,2020-05-15,16,True
560,2021-06-15,23,True
561,2021-10-08,33,True
562,2023-09-01,32,True
563,2023-05-07,75,True
564,2021-06-13,20,True
565,2020-12-23,27,False
566,2021-07-06,20,True
567,2023-01-13,17,True
568,2021-08-17,41,True
569,2025-08-29,32,False
570,2022-09-18,30,True
571,2020-06-21,32,True
572,2024-06-27,21,True
573,2021-12-17,19,True
574,2023-11-15,27,True
575,2021-08-27,49,True
576,2023-07-07,66,True
577,2024-08-17,39,True
578,2025-08-04,27,True
579,2021-08-05,30,False
580,2022-01-08,26,True
581,2022-09-18,19,False
582,2025-08-03,26,True
583,2025-07-03,18,True
584,2020-07-30,25,True
585,2020-09-19,67,True
586,2022-12-17,40,True
587,2020-08-19,19,False
588,2022-02-16,25,True
589,2020-10-26,20,False
590,2023-09-24,26,True
591,2025-08-30,45,True
592,2025-12-19,36,False
593,2022-06-02,128,True
594,2023-08-11,50,True
595,2025-03-24,29,True
596,2020-09-01,36,True
597,2024-03-25,24,False
598,2022-07-13,18,True
599,2021-05-25,53,True
600,2022-07-05,44,False
601,2020-07-12,24,False
602,2024-04-16,30,True
603,2021-07-25,51,True
604,2021-10-15,40,True
605,2020-09-05,17,True
606,2025-04-25,29,True
607,2022-12-10,24,True
608,2023-07-08,47,True
609,2023-07-06,45,True
610,2022-07-15,54,True
611,2021-04-05,18,True
612,2024-07-15,20,True
613,2020-09-13,47,True
614,2020-08-16,21,True
615,2024-06-03,17,True
616,2021-06-02,34,True
617,2021-09-29,21,True
618,2022-10-04,75,True
619,2022-08-31,30,False
620,2024-06-01,28,False
621,2023-09-09,23,True
622,2023-10-13,65,True
623,2024-06-08,31,False
624,2021-09-12,22,False
625,2021-11-23,20,False
626,2022-08-18,25,True
627,2021-09-30,19,False
628,2025-11-07,45,True
629,2024-10-21,16,True
630,2020-12-25,25,True
631,2020-01-21,35,True
632,2020-06-02,31,True
633,2021-07-15,20,True
634,2020-08-29,36,False
635,2023-05-05,19,True
636,2025-03-31,26,False
637,2024-07-06,36,True
638,2021-06-11,32,True
639,2022-07-01,21,True
640,2023-02-01,50,True
641,2024-10-07,27,False
642,2025-01-21,38,True
643,2025-07-13,62,True
644,2023-02-05,47,False
645,2024-04-12,47,True
646,2020-08-25,28,True
647,2023-06-30,39,True
648,2021-07-20,29,True
649,2022-08-10,18,True
650,2023-09-22,30,True
651,2021-07-31,29,True
652,2020-06-14,35,True
653,2020-02-07,25,False
654,2020-03-21,20,False
655,2020-01-31,36,True
656,2020-08-23,18,True
657,2021-07-09,59,True
658,2021-06-17,24,True
659,2025-11-14,29,True
660,2021-09-28,34,False
661,2020-09-13,35,False
662,2023-06-06,17,True
663,2025-03-30,40,True
664,2024-02-12,30,True
665,2021-09-17,21,False
666,2023-06-25,20,False
667,2024-06-09,23,True
668,2024-06-25,18,True
669,2024-01-01,71,True
670,2025-05-17,60,True
671,2025-05-15,32,True
672,2023-07-16,24,True
673,2022-08-07,24,True
674,2023-10-02,38,True
675,2024-11-06,73,True
676,2020-01-21,21,True
677,2025-12-02,18,True
678,2021-03-01,63,True
679,2022-09-25,16,False
680,2025-05-22,19,True
681,2021-06-21,24,True
682,2022-10-09,17,True
683,2020-09-19,47,True
684,2022-06-26,40,True
685,2021-02-08,21,True
686,2022-04-23,53,False
687,2022-05-29,59,True
688,2025-12-06,25,False
689,2025-12-12,22,True
690,2020-08-29,107,True
691,2024-06-22,37,True
692,2020-06-13,29,False
693,2020-04-19,56,False
694,2020-08-17,30,False
695,2025-09-19,22,True
696,2025-08-20,27,True
697,2021-04-10,45,True
698,2020-12-13,16,True
699,2021-07-10,23,True
700,2023-03-01,56,True
701,2023-07-06,22,True
702,2021-06-18,63,True
703,2024-07-29,58,True
704,2021-10-08,25,False
705,2025-07-28,21,True
706,2023-11-26,23,True
707,2022-08-15,148,True
708,2024-09-08,80,True
709,2024-11-04,28,True
710,2021-09-10,21,False
711,2022-01-26,28,True
712,2025-08-15,29,True
713,2020-12-25,18,True
714,2020-06-01,27,True
715,2022-09-06,54,True
716,2024-09-22,16,True
717,2024-08-17,40,True
718,2025-07-25,56,False
719,2023-05-05,21,True
720,2020-08-11,70,True
721,2023-07-29,21,True
722,2024-08-25,32,True
723,2020-08-02,23,True
724,2021-01-23,23,False
725,2020-02-15,21,False
726,2023-08-04,37,True
727,2025-06-15,40,True
728,2024-01-16,25,False
729,2025-10-26,18,False
730,2020-06-27,32,True
731,2025-07-05,32,True
732,2024-10-21,24,False
733,2021-10-24,79,True
734,2025-09-28,17,True
735,2021-09-06,16,True
736,2025-06-19,20,False
737,2025-06-08,37,True
738,2024-07-31,19,True
739,2023-06-28,19,True
740,2020-09-04,43,False
741,2023-04-29,32,True
742,2022-03-29,31,False
743,2024-09-11,39,False
744,2024-08-01,22,True
745,2025-07-14,23,True
746,2020-02-23,39,True
747,2024-10-04,18,False
748,2025-08-17,16,True
749,2024-09-07,22,True
750,2020-09-17,42,True
751,2020-07-19,29,True
752,2020-03-16,40,True
753,2023-09-16,16,True
754,2023-09-17,30,True
755,2025-11-14,36,False
756,2022-06-30,18,True
757,2021-12-28,40,True
758,2023-09-10,25,False
759,2024-12-02,207,True
760,2025-08-15,16,True
761,2024-09-24,56,False
762,2022-08-04,23,False
763,2023-09-23,17,True
764,2025-03-25,22,False
765,2022-11-29,30,True
766,2021-06-12,45,True
767,2021-01-12,71,False
768,2020-01-01,58,True
769,2024-06-13,19,True
770,2020-08-24,48,True
771,2021-07-15,31,True
772,2021-09-18,21,True
773,2023-06-24,24,True
774,2022-06-30,20,True
775,2024-01-31,27,True
776,2020-06-18,20,True
777,2020-09-09,19,True
778,2022-12-31,33,True
779,2022-01-16,35,False
780,2021-09-16,24,True
781,2020-07-02,56,True
782,2025-06-27,24,True
783,2024-04-03,23,True
784,2020-09-06,36,True
785,2020-06-29,25,True
786,2025-09-30,27,True
787,2024-02-24,15,True
788,2022-07-23,26,True
789,2024-05-09,16,True
790,2024-07-29,18,True
791,2024-08-27,18,False
792,2022-10-14,19,False
793,2022-08-07,21,True
794,2020-02-09,22,False
795,2025-08-02,36,True
796,2023-08-16,29,True
797,2021-05-14,16,True
798,2025-07-25,27,True
799,2025-07-19,30,True
800,2025-11-22,23,True
801,2025-05-29,26,False
802,2025-12-23,28,False
803,2021-07-16,38,False
804,2025-02-01,17,False
805,2024-11-23,24,False
806,2021-06-29,61,True
807,2020-08-09,58,True
808,2025-10-17,40,True
809,2021-09-17,34,True
810,2025-05-17,68,True
811,2020-01-16,82,False
812,2020-03-17,25,False
813,2022-09-20,19,True
814,2021-07-09,24,True
815,2024-03-27,212,False
816,2023-07-01,17,True
817,2020-07-15,22,True
818,2020-12-18,17,False
819,2022-06-18,28,False
820,2021-03-12,18,True
821,2024-09-11,25,False
822,2022-07-22,16,True
823,2020-08-02,35,True
824,2022-11-06,51,True
825,2020-07-31,23,True
826,2020-09-15,25,True
827,2021-07-10,25,False
828,2025-04-05,28,True
829,2025-08-01,26,True
830,2024-12-06,38,True
831,2022-01-05,51,True
832,2021-08-19,20,False
833,2023-06-10,23,True
834,2024-06-17,41,True
835,2025-12-07,17,True
836,2020-09-19,16,False
837,2020-06-10,29,True
838,2024-04-12,33,True
839,2024-12-27,20,False
840,2025-02-16,21,True
841,2024-02-14,20,True
842,2025-09-05,20,False
843,2023-02-12,37,True
844,2025-07-18,18,False
845,2025-09-21,24,True
846,2025-02-20,19,True
847,2021-10-08,17,True
848,2021-04-18,41,False
849,2023-06-10,22,False
850,2022-09-04,28,True
851,2025-06-04,17,True
852,2020-08-11,20,True
853,2021-07-31,38,True
854,2024-07-24,139,True
855,2020-08-05,16,False
856,2021-11-18,24,False
857,2022-06-17,32,False
858,2023-09-08,21,True
859,2020-12-01,40,False
860,2025-04-10,20,False
861,2022-08-28,28,True
862,2025-07-22,22,True
863,2022-09-23,51,True
864,2021-08-21,21,True
865,2020-10-02,23,False
866,2020-01-14,43,True
867,2023-04-30,19,False
868,2020-08-20,27,True
869,2022-06-22,16,False
870,2023-07-29,19,False
871,2021-08-22,31,True
872,2021-02-01,19,False
873,2024-08-21,21,True
874,2025-08-28,33,True
875,2020-08-12,21,True
876,2020-11-21,40,True
877,2025-09-13,29,False
878,2020-05-17,32,True
879,2025-10-11,51,True
880,2020-01-18,30,False
881,2025-05-27,63,True
882,2021-09-30,42,True
883,2025-08-17,22,True
884,2021-11-04,53,True
885,2023-11-18,29,True
886,2020-07-18,23,True
887,2021-07-12,30,True
888,2024-08-19,47,True
889,2023-04-17,32,True
890,2025-08-04,77,False
891,2022-08-06,46,True
892,2025-05-13,34,False
893,2022-08-31,19,False
894,2025-10-17,24,False
895,2025-09-12,27,True
896,2021-12-18,37,False
897,2025-06-14,36,False
898,2025-02-21,28,True
899,2021-06-04,28,True
900,2023-09-10,37,True
901,2020-07-09,20,True
902,2025-01-12,70,True
903,2021-01-30,16,True
904,2020-07-06,59,True
905,2022-07-02,26,False
906,2023-07-15,44,True
907,2025-03-20,31,True
908,2025-09-29,31,True
909,2022-08-19,34,True
910,2020-06-24,39,True
911,2024-07-20,23,False
912,2023-06-30,45,True
913,2022-08-29,19,True
914,2021-10-07,26,True
915,2023-01-12,40,False
916,2022-01-22,44,False
917,2024-07-30,32,True
918,2023-06-04,23,True
919,2025-06-03,41,False
920,2023-06-04,21,False
921,2021-07-08,73,True
922,2025-03-06,25,True
923,2023-06-20,17,True
924,2021-05-28,18,True
925,2023-09-09,27,True
926,2022-04-02,28,True
927,2025-02-09,86,True
928,2022-09-04,19,True
929,2024-06-23,27,False
930,2020-08-06,19,False
931,2022-06-27,22,True
932,2025-10-31,69,False
933,2024-10-01,18,True
934,2020-12-07,35,True
935,2021-08-25,31,True
936,2021-12-20,26,False
937,2023-11-03,33,False
938,2024-07-30,18,False
939,2024-07-21,68,True
940,2023-02-08,83,False
941,2024-10-10,27,False
942,2022-08-16,122,True
943,2020-09-09,23,False
944,2023-06-30,31,True
945,2025-09-03,58,False
946,2024-09-13,22,True
947,2023-07-16,18,True
948,2023-10-21,17,False
949,2025-08-08,92,True
950,2022-08-06,22,True
951,2021-12-26,24,True
952,2025-10-10,18,False
953,2025-04-20,43,True
954,2021-11-26,20,False
955,2022-09-18,22,False
956,2022-07-21,30,True
957,2020-10-29,19,True
958,2025-09-10,24,True
959,2022-07-08,57,True
960,2025-06-01,32,True
961,2021-03-25,28,True
962,2023-06-09,29,True
963,2020-03-28,23,True
964,2024-08-08,87,False
965,2023-07-20,20,True
966,2023-09-11,29,False
967,2020-06-13,28,True
968,2021-06-05,44,True
969,2020-07-11,47,True
970,2021-09-07,26,True
971,2023-09-14,30,False
972,2023-07-01,30,True
973,2023-08-26,16,True
974,2023-06-11,17,True
975,2021-08-20,21,True
976,2021-07-16,21,True
977,2020-09-25,18,True
978,2025-02-27,38,True
979,2023-09-01,26,True
980,2021-03-14,24,True
981,2021-02-08,18,False
982,2025-05-25,26,True
983,2024-07-13,15,True
984,2023-12-07,25,True
985,2022-07-10,27,True
986,2021-08-06,29,True
987,2025-10-17,17,True
988,2024-09-17,29,True
989,2021-09-24,19,True
990,2025-02-21,20,False
991,2024-08-02,37,False
992,2021-09-17,89,True
993,2022-08-04,27,True
994,2021-03-13,20,True
995,2020-08-24,28,False
996,2024-06-18,42,False
997,2021-08-13,35,True
998,2024-11-12,158,True
999,2025-12-15,20,False
1000,2020-07-13,29,False
1001,2022-09-29,63,True
1002,2024-09-23,60,True
1003,2024-09-07,16,True
1004,2024-08-03,26,True
1005,2022-02-28,60,True
1006,2022-09-05,178,True
1007,2023-08-05,37,False
1008,2025-09-29,23,False
1009,2021-12-12,19,False
1010,2025-07-29,104,True
1011,2021-08-14,37,True
1012,2025-11-21,20,True
1013,2024-01-14,24,True
1014,2022-09-17,30,True
1015,2023-08-27,34,True
1016,2021-08-19,19,True
1017,2021-08-21,21,True
1018,2020-08-28,17,True
1019,2020-08-28,45,True
1020,2022-02-24,23,True
1021,2024-08-06,33,False
1022,2023-08-21,58,True
1023,2020-08-14,29,True
1024,2025-03-10,25,True
1025,2023-08-13,29,False
1026,2025-09-13,27,True
1027,2024-01-14,51,False
1028,2021-02-01,30,True
1029,2022-09-30,21,True
1030,2023-10-28,45,False
1031,2020-04-12,51,True
1032,2020-02-23,18,True
1033,2020-09-16,62,True
1034,2021-07-24,31,True
1035,2022-08-07,30,True
1036,2022-11-18,44,True
1037,2020-09-26,21,True
1038,2024-01-27,43,False
1039,2023-08-06,23,True
1040,2021-09-14,17,True
1041,2020-02-20,19,True
1042,2020-07-15,34,True
1043,2022-06-22,19,True
1044,2020-11-15,66,True
1045,2022-06-04,50,False
1046,2023-09-15,54,True
1047,2023-06-09,28,True
1048,2021-06-29,29,True
1049,2022-02-10,18,True
1050,2023-08-28,44,False
1051,2025-04-11,31,True
1052,2024-07-26,34,True
1053,2023-06-16,70,False
1054,2022-04-18,21,False
1055,2022-04-29,25,True
1056,2025-06-06,30,False
1057,2020-05-23,19,True
1058,2025-11-17,24,True
1059,2023-12-24,33,True
1060,2024-02-24,23,True
1061,2020-05-18,54,True
1062,2023-08-18,17,True
1063,2022-11-08,47,True
1064,2020-08-18,36,True
1065,2021-08-25,21,True
1066,2025-06-20,19,False
1067,2023-06-11,16,True
1068,2022-07-18,20,True
